"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","gender"
"23042",-0.5,"Native 1",24,"disamb","tt","disamb tt",4,0,188,188,-0.5,0.5
"23044",-0.5,"Native 1",12,"disamb","tt","disamb tt",4,0,751,751,-0.5,0.5
"23046",-0.5,"Native 1",6,"disamb","tt","disamb tt",2,0,1373,1373,0.5,0.5
"23048",-0.5,"Native 1",7,"disamb","tt","disamb tt",3,0,562,562,-0.5,-0.5
"23050",-0.5,"Native 1",14,"disamb","tt","disamb tt",2,0,606,606,0.5,0.5
"23052",-0.5,"Native 1",21,"disamb","tt","disamb tt",1,0,790,790,0.5,-0.5
"23054",-0.5,"Native 1",19,"disamb","tt","disamb tt",3,1,0,NA,-0.5,-0.5
"23056",-0.5,"Native 1",17,"disamb","tt","disamb tt",1,0,251,251,0.5,-0.5
"23058",-0.5,"Native 1",10,"disamb","tt","disamb tt",2,0,712,712,0.5,0.5
"23060",-0.5,"Native 1",23,"disamb","tt","disamb tt",3,0,674,674,-0.5,-0.5
"23062",-0.5,"Native 1",15,"disamb","tt","disamb tt",3,0,348,348,-0.5,-0.5
"23064",-0.5,"Native 1",1,"disamb","tt","disamb tt",1,0,201,201,0.5,-0.5
"23066",-0.5,"Native 1",2,"disamb","tt","disamb tt",2,0,276,276,0.5,0.5
"23068",-0.5,"Native 1",5,"disamb","tt","disamb tt",1,0,347,347,0.5,-0.5
"23070",-0.5,"Native 1",16,"disamb","tt","disamb tt",4,0,518,518,-0.5,0.5
"23072",-0.5,"Native 1",3,"disamb","tt","disamb tt",3,0,1043,1043,-0.5,-0.5
"23074",-0.5,"Native 1",13,"disamb","tt","disamb tt",1,0,356,356,0.5,-0.5
"23076",-0.5,"Native 1",11,"disamb","tt","disamb tt",3,0,451,451,-0.5,-0.5
"23078",-0.5,"Native 1",9,"disamb","tt","disamb tt",1,0,335,335,0.5,-0.5
"23080",-0.5,"Native 1",8,"disamb","tt","disamb tt",4,0,424,424,-0.5,0.5
"23082",-0.5,"Native 1",4,"disamb","tt","disamb tt",4,0,253,253,-0.5,0.5
"23084",-0.5,"Native 1",20,"disamb","tt","disamb tt",4,0,696,696,-0.5,0.5
"23086",-0.5,"Native 1",18,"disamb","tt","disamb tt",2,0,234,234,0.5,0.5
"23088",-0.5,"Native 1",22,"disamb","tt","disamb tt",2,0,560,560,0.5,0.5
"23090",-0.5,"Native 2",14,"disamb","tt","disamb tt",3,0,376,376,-0.5,-0.5
"23092",-0.5,"Native 2",4,"disamb","tt","disamb tt",1,0,941,941,0.5,-0.5
"23094",-0.5,"Native 2",19,"disamb","tt","disamb tt",4,0,468,468,-0.5,0.5
"23096",-0.5,"Native 2",1,"disamb","tt","disamb tt",2,0,359,359,0.5,0.5
"23098",-0.5,"Native 2",5,"disamb","tt","disamb tt",2,0,263,263,0.5,0.5
"23100",-0.5,"Native 2",15,"disamb","tt","disamb tt",4,0,1044,1044,-0.5,0.5
"23102",-0.5,"Native 2",7,"disamb","tt","disamb tt",4,0,177,177,-0.5,0.5
"23104",-0.5,"Native 2",18,"disamb","tt","disamb tt",3,0,210,210,-0.5,-0.5
"23106",-0.5,"Native 2",6,"disamb","tt","disamb tt",3,0,491,491,-0.5,-0.5
"23108",-0.5,"Native 2",22,"disamb","tt","disamb tt",3,0,1057,1057,-0.5,-0.5
"23110",-0.5,"Native 2",10,"disamb","tt","disamb tt",3,0,734,734,-0.5,-0.5
"23112",-0.5,"Native 2",8,"disamb","tt","disamb tt",1,0,646,646,0.5,-0.5
"23114",-0.5,"Native 2",24,"disamb","tt","disamb tt",1,0,448,448,0.5,-0.5
"23116",-0.5,"Native 2",17,"disamb","tt","disamb tt",2,1,0,NA,0.5,0.5
"23118",-0.5,"Native 2",2,"disamb","tt","disamb tt",3,0,181,181,-0.5,-0.5
"23120",-0.5,"Native 2",11,"disamb","tt","disamb tt",4,0,192,192,-0.5,0.5
"23122",-0.5,"Native 2",3,"disamb","tt","disamb tt",4,0,209,209,-0.5,0.5
"23124",-0.5,"Native 2",21,"disamb","tt","disamb tt",2,1,0,NA,0.5,0.5
"23126",-0.5,"Native 2",20,"disamb","tt","disamb tt",1,0,244,244,0.5,-0.5
"23128",-0.5,"Native 2",16,"disamb","tt","disamb tt",1,0,142,142,0.5,-0.5
"23130",-0.5,"Native 2",13,"disamb","tt","disamb tt",2,0,321,321,0.5,0.5
"23132",-0.5,"Native 2",9,"disamb","tt","disamb tt",2,0,731,731,0.5,0.5
"23134",-0.5,"Native 2",12,"disamb","tt","disamb tt",1,0,269,269,0.5,-0.5
"23136",-0.5,"Native 2",23,"disamb","tt","disamb tt",4,0,391,391,-0.5,0.5
"23137",-0.5,"Native 3",11,"disamb","tt","disamb tt",1,0,465,465,0.5,-0.5
"23139",-0.5,"Native 3",21,"disamb","tt","disamb tt",3,0,145,145,-0.5,-0.5
"23141",-0.5,"Native 3",2,"disamb","tt","disamb tt",4,0,1794,1794,-0.5,0.5
"23143",-0.5,"Native 3",20,"disamb","tt","disamb tt",2,0,2108,2108,0.5,0.5
"23145",-0.5,"Native 3",9,"disamb","tt","disamb tt",3,0,564,564,-0.5,-0.5
"23147",-0.5,"Native 3",4,"disamb","tt","disamb tt",2,0,1408,1408,0.5,0.5
"23149",-0.5,"Native 3",3,"disamb","tt","disamb tt",1,0,868,868,0.5,-0.5
"23151",-0.5,"Native 3",1,"disamb","tt","disamb tt",3,0,826,826,-0.5,-0.5
"23153",-0.5,"Native 3",13,"disamb","tt","disamb tt",3,0,1643,1643,-0.5,-0.5
"23155",-0.5,"Native 3",18,"disamb","tt","disamb tt",4,0,305,305,-0.5,0.5
"23157",-0.5,"Native 3",7,"disamb","tt","disamb tt",1,0,440,440,0.5,-0.5
"23159",-0.5,"Native 3",5,"disamb","tt","disamb tt",3,0,579,579,-0.5,-0.5
"23161",-0.5,"Native 3",15,"disamb","tt","disamb tt",1,0,757,757,0.5,-0.5
"23163",-0.5,"Native 3",16,"disamb","tt","disamb tt",2,0,1035,1035,0.5,0.5
"23165",-0.5,"Native 3",8,"disamb","tt","disamb tt",2,0,859,859,0.5,0.5
"23167",-0.5,"Native 3",22,"disamb","tt","disamb tt",4,0,1503,1503,-0.5,0.5
"23169",-0.5,"Native 3",17,"disamb","tt","disamb tt",3,0,409,409,-0.5,-0.5
"23171",-0.5,"Native 3",19,"disamb","tt","disamb tt",1,0,1874,1874,0.5,-0.5
"23173",-0.5,"Native 3",23,"disamb","tt","disamb tt",1,0,1072,1072,0.5,-0.5
"23175",-0.5,"Native 3",14,"disamb","tt","disamb tt",4,0,393,393,-0.5,0.5
"23177",-0.5,"Native 3",24,"disamb","tt","disamb tt",2,0,182,182,0.5,0.5
"23179",-0.5,"Native 3",10,"disamb","tt","disamb tt",4,0,653,653,-0.5,0.5
"23181",-0.5,"Native 3",12,"disamb","tt","disamb tt",2,0,1049,1049,0.5,0.5
"23183",-0.5,"Native 3",6,"disamb","tt","disamb tt",4,0,1992,1992,-0.5,0.5
"23185",-0.5,"Native 4",21,"disamb","tt","disamb tt",4,0,157,157,-0.5,0.5
"23187",-0.5,"Native 4",14,"disamb","tt","disamb tt",1,0,334,334,0.5,-0.5
"23189",-0.5,"Native 4",22,"disamb","tt","disamb tt",1,0,197,197,0.5,-0.5
"23191",-0.5,"Native 4",11,"disamb","tt","disamb tt",2,0,171,171,0.5,0.5
"23193",-0.5,"Native 4",15,"disamb","tt","disamb tt",2,0,290,290,0.5,0.5
"23195",-0.5,"Native 4",23,"disamb","tt","disamb tt",2,0,172,172,0.5,0.5
"23197",-0.5,"Native 4",18,"disamb","tt","disamb tt",1,0,169,169,0.5,-0.5
"23199",-0.5,"Native 4",6,"disamb","tt","disamb tt",1,0,166,166,0.5,-0.5
"23201",-0.5,"Native 4",10,"disamb","tt","disamb tt",1,0,155,155,0.5,-0.5
"23203",-0.5,"Native 4",12,"disamb","tt","disamb tt",3,0,148,148,-0.5,-0.5
"23205",-0.5,"Native 4",19,"disamb","tt","disamb tt",2,0,314,314,0.5,0.5
"23207",-0.5,"Native 4",1,"disamb","tt","disamb tt",4,0,140,140,-0.5,0.5
"23209",-0.5,"Native 4",20,"disamb","tt","disamb tt",3,0,234,234,-0.5,-0.5
"23211",-0.5,"Native 4",16,"disamb","tt","disamb tt",3,0,469,469,-0.5,-0.5
"23213",-0.5,"Native 4",2,"disamb","tt","disamb tt",1,0,236,236,0.5,-0.5
"23215",-0.5,"Native 4",5,"disamb","tt","disamb tt",4,0,155,155,-0.5,0.5
"23217",-0.5,"Native 4",17,"disamb","tt","disamb tt",4,0,230,230,-0.5,0.5
"23219",-0.5,"Native 4",24,"disamb","tt","disamb tt",3,0,135,135,-0.5,-0.5
"23221",-0.5,"Native 4",13,"disamb","tt","disamb tt",4,0,422,422,-0.5,0.5
"23223",-0.5,"Native 4",8,"disamb","tt","disamb tt",3,0,344,344,-0.5,-0.5
